Погран. переход;Дата;Время;Очередь на выезд
Брест;12.03.2024;00:00;270
Брест;12.03.2024;02:00;220
Брест;12.03.2024;04:00;110
Брест;12.03.2024;06:00;110
Брест;12.03.2024;08:00;80
Брест;12.03.2024;10:00;60
Брест;12.03.2024;12:00;80
Брест;12.03.2024;14:00;120
Брест;12.03.2024;16:00;150
Брест;12.03.2024;18:00;170
Брест;12.03.2024;20:00;200
Брест;12.03.2024;22:00;200
Каменный лог;12.03.2024;00:00;90
Каменный лог;12.03.2024;02:00;90
Каменный лог;12.03.2024;04:00;50
Каменный лог;12.03.2024;06:00;50
Каменный лог;12.03.2024;08:00;30
Каменный лог;12.03.2024;10:00;50
Каменный лог;12.03.2024;12:00;60
Каменный лог;12.03.2024;14:00;65
Каменный лог;12.03.2024;16:00;90
Каменный лог;12.03.2024;18:00;90
Каменный лог;12.03.2024;20:00;80
Каменный лог;12.03.2024;22:00;90
Бенякони;12.03.2024;00:00;90
Бенякони;12.03.2024;02:00;90
Бенякони;12.03.2024;04:00;70
Бенякони;12.03.2024;06:00;80
Бенякони;12.03.2024;08:00;70
Бенякони;12.03.2024;10:00;70
Бенякони;12.03.2024;12:00;60
Бенякони;12.03.2024;14:00;70
Бенякони;12.03.2024;16:00;100
Бенякони;12.03.2024;18:00;95
Бенякони;12.03.2024;20:00;105
Бенякони;12.03.2024;22:00;110
Григоровщина;12.03.2024;00:00;0
Григоровщина;12.03.2024;02:00;0
Григоровщина;12.03.2024;04:00;0
Григоровщина;12.03.2024;06:00;0
Григоровщина;12.03.2024;08:00;0
Григоровщина;12.03.2024;10:00;0
Григоровщина;12.03.2024;12:00;0
Григоровщина;12.03.2024;14:00;0
Григоровщина;12.03.2024;16:00;0
Григоровщина;12.03.2024;18:00;0
Григоровщина;12.03.2024;20:00;0
Григоровщина;12.03.2024;22:00;0
