Погран. переход;Дата;Время;Очередь на выезд
Брест;27.03.2024;00:00;230
Брест;27.03.2024;02:00;230
Брест;27.03.2024;04:00;220
Брест;27.03.2024;06:00;220
Брест;27.03.2024;08:00;190
Брест;27.03.2024;10:00;195
Брест;27.03.2024;12:00;195
Брест;27.03.2024;14:00;195
Брест;27.03.2024;16:00;250
Брест;27.03.2024;18:00;250
Брест;27.03.2024;20:00;200
Брест;27.03.2024;22:00;220
Каменный лог;27.03.2024;00:00;80
Каменный лог;27.03.2024;02:00;90
Каменный лог;27.03.2024;04:00;80
Каменный лог;27.03.2024;06:00;80
Каменный лог;27.03.2024;08:00;90
Каменный лог;27.03.2024;10:00;90
Каменный лог;27.03.2024;12:00;115
Каменный лог;27.03.2024;14:00;115
Каменный лог;27.03.2024;16:00;160
Каменный лог;27.03.2024;18:00;170
Каменный лог;27.03.2024;20:00;190
Каменный лог;27.03.2024;22:00;190
Бенякони;27.03.2024;00:00;150
Бенякони;27.03.2024;02:00;110
Бенякони;27.03.2024;04:00;100
Бенякони;27.03.2024;06:00;90
Бенякони;27.03.2024;08:00;70
Бенякони;27.03.2024;10:00;70
Бенякони;27.03.2024;12:00;60
Бенякони;27.03.2024;14:00;80
Бенякони;27.03.2024;16:00;95
Бенякони;27.03.2024;18:00;120
Бенякони;27.03.2024;20:00;110
Бенякони;27.03.2024;22:00;100
Григоровщина;27.03.2024;00:00;0
Григоровщина;27.03.2024;02:00;0
Григоровщина;27.03.2024;04:00;0
Григоровщина;27.03.2024;06:00;0
Григоровщина;27.03.2024;08:00;0
Григоровщина;27.03.2024;10:00;0
Григоровщина;27.03.2024;12:00;0
Григоровщина;27.03.2024;14:00;0
Григоровщина;27.03.2024;16:00;0
Григоровщина;27.03.2024;18:00;10
Григоровщина;27.03.2024;20:00;10
Григоровщина;27.03.2024;22:00;10
