Погран. переход;Дата;Время;Очередь на выезд
Брест;29.03.2024;00:00;200
Брест;29.03.2024;02:00;200
Брест;29.03.2024;04:00;300
Брест;29.03.2024;06:00;250
Брест;29.03.2024;08:00;120
Брест;29.03.2024;10:00;130
Брест;29.03.2024;12:00;130
Брест;29.03.2024;14:00;60
Брест;29.03.2024;16:00;80
Брест;29.03.2024;18:00;30
Брест;29.03.2024;20:00;15
Брест;29.03.2024;22:00;0
Каменный лог;29.03.2024;00:00;200
Каменный лог;29.03.2024;02:00;180
Каменный лог;29.03.2024;04:00;170
Каменный лог;29.03.2024;06:00;170
Каменный лог;29.03.2024;08:00;170
Каменный лог;29.03.2024;10:00;150
Каменный лог;29.03.2024;12:00;130
Каменный лог;29.03.2024;14:00;100
Каменный лог;29.03.2024;16:00;100
Каменный лог;29.03.2024;18:00;90
Каменный лог;29.03.2024;20:00;60
Каменный лог;29.03.2024;22:00;20
Бенякони;29.03.2024;00:00;140
Бенякони;29.03.2024;02:00;140
Бенякони;29.03.2024;04:00;120
Бенякони;29.03.2024;06:00;100
Бенякони;29.03.2024;08:00;80
Бенякони;29.03.2024;10:00;40
Бенякони;29.03.2024;12:00;40
Бенякони;29.03.2024;14:00;30
Бенякони;29.03.2024;16:00;10
Бенякони;29.03.2024;18:00;0
Бенякони;29.03.2024;20:00;0
Бенякони;29.03.2024;22:00;0
Григоровщина;29.03.2024;00:00;25
Григоровщина;29.03.2024;02:00;15
Григоровщина;29.03.2024;04:00;10
Григоровщина;29.03.2024;06:00;10
Григоровщина;29.03.2024;08:00;0
Григоровщина;29.03.2024;10:00;0
Григоровщина;29.03.2024;12:00;0
Григоровщина;29.03.2024;14:00;0
Григоровщина;29.03.2024;16:00;0
Григоровщина;29.03.2024;18:00;0
Григоровщина;29.03.2024;20:00;0
Григоровщина;29.03.2024;22:00;0
