Погран. переход;Дата;Время;Очередь на выезд
Брест;11.01.2024;00:00;240
Брест;11.01.2024;02:00;240
Брест;11.01.2024;04:00;180
Брест;11.01.2024;06:00;120
Брест;11.01.2024;08:00;100
Брест;11.01.2024;10:00;200
Брест;11.01.2024;12:00;200
Брест;11.01.2024;14:00;200
Брест;11.01.2024;16:00;200
Брест;11.01.2024;18:00;200
Брест;11.01.2024;20:00;250
Брест;11.01.2024;22:00;230
Каменный лог;11.01.2024;00:00;100
Каменный лог;11.01.2024;02:00;100
Каменный лог;11.01.2024;04:00;90
Каменный лог;11.01.2024;06:00;90
Каменный лог;11.01.2024;08:00;80
Каменный лог;11.01.2024;10:00;90
Каменный лог;11.01.2024;12:00;85
Каменный лог;11.01.2024;14:00;75
Каменный лог;11.01.2024;16:00;90
Каменный лог;11.01.2024;18:00;90
Каменный лог;11.01.2024;20:00;70
Каменный лог;11.01.2024;22:00;50
Бенякони;11.01.2024;00:00;75
Бенякони;11.01.2024;02:00;85
Бенякони;11.01.2024;04:00;75
Бенякони;11.01.2024;06:00;70
Бенякони;11.01.2024;08:00;75
Бенякони;11.01.2024;10:00;85
Бенякони;11.01.2024;12:00;90
Бенякони;11.01.2024;14:00;80
Бенякони;11.01.2024;16:00;90
Бенякони;11.01.2024;18:00;140
Бенякони;11.01.2024;20:00;150
Бенякони;11.01.2024;22:00;160
Григоровщина;11.01.2024;00:00;0
Григоровщина;11.01.2024;02:00;0
Григоровщина;11.01.2024;04:00;0
Григоровщина;11.01.2024;06:00;0
Григоровщина;11.01.2024;08:00;0
Григоровщина;11.01.2024;10:00;0
Григоровщина;11.01.2024;12:00;0
Григоровщина;11.01.2024;14:00;0
Григоровщина;11.01.2024;16:00;0
Григоровщина;11.01.2024;18:00;10
Григоровщина;11.01.2024;20:00;0
Григоровщина;11.01.2024;22:00;0
