Погран. переход;Дата;Время;Очередь на выезд
Брест;02.03.2024;00:00;250
Брест;02.03.2024;02:00;150
Брест;02.03.2024;04:00;100
Брест;02.03.2024;06:00;100
Брест;02.03.2024;08:00;30
Брест;02.03.2024;10:00;50
Брест;02.03.2024;12:00;50
Брест;02.03.2024;14:00;70
Брест;02.03.2024;16:00;30
Брест;02.03.2024;18:00;10
Брест;02.03.2024;20:00;0
Брест;02.03.2024;22:00;0
Каменный лог;02.03.2024;00:00;50
Каменный лог;02.03.2024;02:00;30
Каменный лог;02.03.2024;04:00;30
Каменный лог;02.03.2024;06:00;10
Каменный лог;02.03.2024;08:00;0
Каменный лог;02.03.2024;10:00;10
Каменный лог;02.03.2024;12:00;30
Каменный лог;02.03.2024;14:00;30
Каменный лог;02.03.2024;16:00;30
Каменный лог;02.03.2024;18:00;30
Каменный лог;02.03.2024;20:00;20
Каменный лог;02.03.2024;22:00;0
Бенякони;02.03.2024;00:00;40
Бенякони;02.03.2024;02:00;20
Бенякони;02.03.2024;04:00;30
Бенякони;02.03.2024;06:00;15
Бенякони;02.03.2024;08:00;0
Бенякони;02.03.2024;10:00;0
Бенякони;02.03.2024;12:00;0
Бенякони;02.03.2024;14:00;0
Бенякони;02.03.2024;16:00;0
Бенякони;02.03.2024;18:00;0
Бенякони;02.03.2024;20:00;0
Бенякони;02.03.2024;22:00;20
Григоровщина;02.03.2024;00:00;0
Григоровщина;02.03.2024;02:00;0
Григоровщина;02.03.2024;04:00;0
Григоровщина;02.03.2024;06:00;0
Григоровщина;02.03.2024;08:00;0
Григоровщина;02.03.2024;10:00;0
Григоровщина;02.03.2024;12:00;0
Григоровщина;02.03.2024;14:00;0
Григоровщина;02.03.2024;16:00;0
Григоровщина;02.03.2024;18:00;0
Григоровщина;02.03.2024;20:00;0
Григоровщина;02.03.2024;22:00;0
