Погран. переход;Дата;Время;Очередь на выезд
Брест;06.03.2024;00:00;290
Брест;06.03.2024;02:00;150
Брест;06.03.2024;04:00;180
Брест;06.03.2024;06:00;140
Брест;06.03.2024;08:00;120
Брест;06.03.2024;10:00;130
Брест;06.03.2024;12:00;120
Брест;06.03.2024;14:00;150
Брест;06.03.2024;16:00;170
Брест;06.03.2024;18:00;250
Брест;06.03.2024;20:00;280
Брест;06.03.2024;22:00;295
Каменный лог;06.03.2024;00:00;60
Каменный лог;06.03.2024;02:00;60
Каменный лог;06.03.2024;04:00;110
Каменный лог;06.03.2024;06:00;120
Каменный лог;06.03.2024;08:00;120
Каменный лог;06.03.2024;10:00;90
Каменный лог;06.03.2024;12:00;110
Каменный лог;06.03.2024;14:00;100
Каменный лог;06.03.2024;16:00;110
Каменный лог;06.03.2024;18:00;120
Каменный лог;06.03.2024;20:00;130
Каменный лог;06.03.2024;22:00;150
Бенякони;06.03.2024;00:00;70
Бенякони;06.03.2024;02:00;65
Бенякони;06.03.2024;04:00;50
Бенякони;06.03.2024;06:00;20
Бенякони;06.03.2024;08:00;30
Бенякони;06.03.2024;10:00;55
Бенякони;06.03.2024;12:00;80
Бенякони;06.03.2024;14:00;100
Бенякони;06.03.2024;16:00;100
Бенякони;06.03.2024;18:00;130
Бенякони;06.03.2024;20:00;130
Бенякони;06.03.2024;22:00;130
Григоровщина;06.03.2024;00:00;0
Григоровщина;06.03.2024;02:00;0
Григоровщина;06.03.2024;04:00;0
Григоровщина;06.03.2024;06:00;0
Григоровщина;06.03.2024;08:00;0
Григоровщина;06.03.2024;10:00;0
Григоровщина;06.03.2024;12:00;0
Григоровщина;06.03.2024;14:00;0
Григоровщина;06.03.2024;16:00;0
Григоровщина;06.03.2024;18:00;15
Григоровщина;06.03.2024;20:00;15
Григоровщина;06.03.2024;22:00;35
