Погран. переход;Дата;Время;Очередь на выезд
Брест;22.03.2024;00:00;250
Брест;22.03.2024;02:00;250
Брест;22.03.2024;04:00;150
Брест;22.03.2024;06:00;120
Брест;22.03.2024;08:00;80
Брест;22.03.2024;10:00;50
Брест;22.03.2024;12:00;50
Брест;22.03.2024;14:00;80
Брест;22.03.2024;16:00;100
Брест;22.03.2024;18:00;170
Брест;22.03.2024;20:00;200
Брест;22.03.2024;22:00;410
Каменный лог;22.03.2024;00:00;30
Каменный лог;22.03.2024;02:00;30
Каменный лог;22.03.2024;04:00;20
Каменный лог;22.03.2024;06:00;0
Каменный лог;22.03.2024;08:00;0
Каменный лог;22.03.2024;10:00;0
Каменный лог;22.03.2024;12:00;0
Каменный лог;22.03.2024;14:00;0
Каменный лог;22.03.2024;16:00;0
Каменный лог;22.03.2024;18:00;20
Каменный лог;22.03.2024;20:00;50
Каменный лог;22.03.2024;22:00;50
Бенякони;22.03.2024;00:00;90
Бенякони;22.03.2024;02:00;60
Бенякони;22.03.2024;04:00;40
Бенякони;22.03.2024;06:00;20
Бенякони;22.03.2024;08:00;25
Бенякони;22.03.2024;10:00;0
Бенякони;22.03.2024;12:00;0
Бенякони;22.03.2024;14:00;0
Бенякони;22.03.2024;16:00;0
Бенякони;22.03.2024;18:00;0
Бенякони;22.03.2024;20:00;10
Бенякони;22.03.2024;22:00;40
Григоровщина;22.03.2024;00:00;40
Григоровщина;22.03.2024;02:00;15
Григоровщина;22.03.2024;04:00;0
Григоровщина;22.03.2024;06:00;0
Григоровщина;22.03.2024;08:00;0
Григоровщина;22.03.2024;10:00;0
Григоровщина;22.03.2024;12:00;0
Григоровщина;22.03.2024;14:00;0
Григоровщина;22.03.2024;16:00;0
Григоровщина;22.03.2024;18:00;0
Григоровщина;22.03.2024;20:00;0
Григоровщина;22.03.2024;22:00;0
