Погран. переход;Дата;Время;Очередь на выезд
Брест;18.03.2024;00:00;350
Брест;18.03.2024;02:00;350
Брест;18.03.2024;06:00;280
Брест;18.03.2024;08:00;220
Брест;18.03.2024;10:00;170
Брест;18.03.2024;12:00;170
Брест;18.03.2024;14:00;200
Брест;18.03.2024;16:00;250
Брест;18.03.2024;18:00;270
Брест;18.03.2024;20:00;270
Брест;18.03.2024;22:00;320
Каменный лог;18.03.2024;00:00;130
Каменный лог;18.03.2024;02:00;80
Каменный лог;18.03.2024;06:00;60
Каменный лог;18.03.2024;08:00;60
Каменный лог;18.03.2024;10:00;90
Каменный лог;18.03.2024;12:00;80
Каменный лог;18.03.2024;14:00;90
Каменный лог;18.03.2024;16:00;100
Каменный лог;18.03.2024;18:00;120
Каменный лог;18.03.2024;20:00;120
Каменный лог;18.03.2024;22:00;120
Бенякони;18.03.2024;00:00;95
Бенякони;18.03.2024;02:00;110
Бенякони;18.03.2024;06:00;80
Бенякони;18.03.2024;08:00;90
Бенякони;18.03.2024;10:00;105
Бенякони;18.03.2024;12:00;100
Бенякони;18.03.2024;14:00;100
Бенякони;18.03.2024;16:00;120
Бенякони;18.03.2024;18:00;100
Бенякони;18.03.2024;20:00;120
Бенякони;18.03.2024;22:00;120
Григоровщина;18.03.2024;00:00;55
Григоровщина;18.03.2024;02:00;55
Григоровщина;18.03.2024;06:00;30
Григоровщина;18.03.2024;08:00;30
Григоровщина;18.03.2024;10:00;0
Григоровщина;18.03.2024;12:00;0
Григоровщина;18.03.2024;14:00;0
Григоровщина;18.03.2024;16:00;0
Григоровщина;18.03.2024;18:00;15
Григоровщина;18.03.2024;20:00;20
Григоровщина;18.03.2024;22:00;0
