Погран. переход;Дата;Время;Очередь на выезд
Брест;09.01.2024;00:00;0
Брест;09.01.2024;02:00;0
Брест;09.01.2024;04:00;0
Брест;09.01.2024;06:00;0
Брест;09.01.2024;08:00;0
Брест;09.01.2024;10:00;35
Брест;09.01.2024;12:00;80
Брест;09.01.2024;14:00;130
Брест;09.01.2024;16:00;130
Брест;09.01.2024;18:00;180
Брест;09.01.2024;20:00;200
Брест;09.01.2024;22:00;200
Каменный лог;09.01.2024;00:00;0
Каменный лог;09.01.2024;02:00;0
Каменный лог;09.01.2024;04:00;0
Каменный лог;09.01.2024;06:00;0
Каменный лог;09.01.2024;08:00;0
Каменный лог;09.01.2024;10:00;0
Каменный лог;09.01.2024;12:00;0
Каменный лог;09.01.2024;14:00;10
Каменный лог;09.01.2024;16:00;20
Каменный лог;09.01.2024;18:00;10
Каменный лог;09.01.2024;20:00;0
Каменный лог;09.01.2024;22:00;0
Бенякони;09.01.2024;00:00;30
Бенякони;09.01.2024;02:00;30
Бенякони;09.01.2024;04:00;30
Бенякони;09.01.2024;06:00;0
Бенякони;09.01.2024;08:00;0
Бенякони;09.01.2024;10:00;0
Бенякони;09.01.2024;12:00;0
Бенякони;09.01.2024;14:00;15
Бенякони;09.01.2024;16:00;20
Бенякони;09.01.2024;18:00;20
Бенякони;09.01.2024;20:00;60
Бенякони;09.01.2024;22:00;90
Григоровщина;09.01.2024;00:00;0
Григоровщина;09.01.2024;02:00;0
Григоровщина;09.01.2024;04:00;0
Григоровщина;09.01.2024;06:00;0
Григоровщина;09.01.2024;08:00;0
Григоровщина;09.01.2024;10:00;0
Григоровщина;09.01.2024;12:00;0
Григоровщина;09.01.2024;14:00;0
Григоровщина;09.01.2024;16:00;0
Григоровщина;09.01.2024;18:00;0
Григоровщина;09.01.2024;20:00;0
Григоровщина;09.01.2024;22:00;0
