Погран. переход;Дата;Время;Очередь на выезд
Брест;03.01.2024;00:00;250
Брест;03.01.2024;02:00;250
Брест;03.01.2024;04:00;170
Брест;03.01.2024;06:00;60
Брест;03.01.2024;08:00;60
Брест;03.01.2024;10:00;20
Брест;03.01.2024;12:00;20
Брест;03.01.2024;14:00;50
Брест;03.01.2024;16:00;50
Брест;03.01.2024;18:00;75
Брест;03.01.2024;20:00;130
Брест;03.01.2024;22:00;140
Каменный лог;03.01.2024;00:00;25
Каменный лог;03.01.2024;02:00;30
Каменный лог;03.01.2024;04:00;30
Каменный лог;03.01.2024;06:00;25
Каменный лог;03.01.2024;08:00;40
Каменный лог;03.01.2024;10:00;65
Каменный лог;03.01.2024;12:00;80
Каменный лог;03.01.2024;14:00;100
Каменный лог;03.01.2024;16:00;120
Каменный лог;03.01.2024;18:00;115
Каменный лог;03.01.2024;20:00;140
Каменный лог;03.01.2024;22:00;125
Бенякони;03.01.2024;00:00;80
Бенякони;03.01.2024;02:00;70
Бенякони;03.01.2024;04:00;60
Бенякони;03.01.2024;06:00;40
Бенякони;03.01.2024;08:00;40
Бенякони;03.01.2024;10:00;60
Бенякони;03.01.2024;12:00;60
Бенякони;03.01.2024;14:00;80
Бенякони;03.01.2024;16:00;80
Бенякони;03.01.2024;18:00;80
Бенякони;03.01.2024;20:00;80
Бенякони;03.01.2024;22:00;85
Григоровщина;03.01.2024;00:00;0
Григоровщина;03.01.2024;02:00;0
Григоровщина;03.01.2024;04:00;0
Григоровщина;03.01.2024;06:00;0
Григоровщина;03.01.2024;08:00;0
Григоровщина;03.01.2024;10:00;0
Григоровщина;03.01.2024;12:00;0
Григоровщина;03.01.2024;14:00;0
Григоровщина;03.01.2024;16:00;25
Григоровщина;03.01.2024;18:00;40
Григоровщина;03.01.2024;20:00;35
Григоровщина;03.01.2024;22:00;35
