Погран. переход;Дата;Время;Очередь на выезд
Брест;15.04.2024;00:00;120
Брест;15.04.2024;02:00;120
Брест;15.04.2024;04:00;50
Брест;15.04.2024;06:00;50
Брест;15.04.2024;08:00;30
Брест;15.04.2024;10:00;25
Брест;15.04.2024;12:00;40
Брест;15.04.2024;14:00;60
Брест;15.04.2024;16:00;130
Брест;15.04.2024;18:00;200
Брест;15.04.2024;20:00;240
Брест;15.04.2024;22:00;230
Каменный лог;15.04.2024;00:00;0
Каменный лог;15.04.2024;02:00;0
Каменный лог;15.04.2024;04:00;0
Каменный лог;15.04.2024;06:00;0
Каменный лог;15.04.2024;08:00;0
Каменный лог;15.04.2024;10:00;0
Каменный лог;15.04.2024;12:00;0
Каменный лог;15.04.2024;14:00;0
Каменный лог;15.04.2024;16:00;0
Каменный лог;15.04.2024;18:00;0
Каменный лог;15.04.2024;20:00;20
Каменный лог;15.04.2024;22:00;35
Бенякони;15.04.2024;00:00;60
Бенякони;15.04.2024;02:00;60
Бенякони;15.04.2024;04:00;30
Бенякони;15.04.2024;06:00;20
Бенякони;15.04.2024;08:00;20
Бенякони;15.04.2024;10:00;20
Бенякони;15.04.2024;12:00;40
Бенякони;15.04.2024;14:00;80
Бенякони;15.04.2024;16:00;90
Бенякони;15.04.2024;18:00;90
Бенякони;15.04.2024;20:00;80
Бенякони;15.04.2024;22:00;70
Григоровщина;15.04.2024;00:00;0
Григоровщина;15.04.2024;02:00;0
Григоровщина;15.04.2024;04:00;0
Григоровщина;15.04.2024;06:00;0
Григоровщина;15.04.2024;08:00;0
Григоровщина;15.04.2024;10:00;0
Григоровщина;15.04.2024;12:00;0
Григоровщина;15.04.2024;14:00;0
Григоровщина;15.04.2024;16:00;0
Григоровщина;15.04.2024;18:00;0
Григоровщина;15.04.2024;20:00;0
Григоровщина;15.04.2024;22:00;0
