Погран. переход;Дата;Время;Очередь на выезд
Брест;03.04.2024;00:00;250
Брест;03.04.2024;02:00;250
Брест;03.04.2024;04:00;250
Брест;03.04.2024;06:00;160
Брест;03.04.2024;08:00;100
Брест;03.04.2024;10:00;100
Брест;03.04.2024;12:00;130
Брест;03.04.2024;14:00;250
Брест;03.04.2024;16:00;300
Брест;03.04.2024;18:00;350
Брест;03.04.2024;20:00;300
Брест;03.04.2024;22:00;370
Каменный лог;03.04.2024;00:00;70
Каменный лог;03.04.2024;02:00;70
Каменный лог;03.04.2024;04:00;100
Каменный лог;03.04.2024;06:00;100
Каменный лог;03.04.2024;08:00;100
Каменный лог;03.04.2024;10:00;100
Каменный лог;03.04.2024;12:00;100
Каменный лог;03.04.2024;14:00;100
Каменный лог;03.04.2024;16:00;135
Каменный лог;03.04.2024;18:00;160
Каменный лог;03.04.2024;20:00;185
Каменный лог;03.04.2024;22:00;200
Бенякони;03.04.2024;00:00;40
Бенякони;03.04.2024;02:00;40
Бенякони;03.04.2024;04:00;30
Бенякони;03.04.2024;06:00;30
Бенякони;03.04.2024;08:00;70
Бенякони;03.04.2024;10:00;70
Бенякони;03.04.2024;12:00;80
Бенякони;03.04.2024;14:00;90
Бенякони;03.04.2024;16:00;100
Бенякони;03.04.2024;18:00;120
Бенякони;03.04.2024;20:00;140
Бенякони;03.04.2024;22:00;110
Григоровщина;03.04.2024;00:00;0
Григоровщина;03.04.2024;02:00;0
Григоровщина;03.04.2024;04:00;0
Григоровщина;03.04.2024;06:00;0
Григоровщина;03.04.2024;08:00;0
Григоровщина;03.04.2024;10:00;0
Григоровщина;03.04.2024;12:00;0
Григоровщина;03.04.2024;14:00;0
Григоровщина;03.04.2024;16:00;0
Григоровщина;03.04.2024;18:00;50
Григоровщина;03.04.2024;20:00;50
Григоровщина;03.04.2024;22:00;55
