Погран. переход;Дата;Время;Очередь на выезд
Брест;13.04.2024;00:00;350
Брест;13.04.2024;02:00;350
Брест;13.04.2024;04:00;250
Брест;13.04.2024;06:00;250
Брест;13.04.2024;08:00;150
Брест;13.04.2024;10:00;150
Брест;13.04.2024;12:00;180
Брест;13.04.2024;14:00;170
Брест;13.04.2024;16:00;160
Брест;13.04.2024;18:00;160
Брест;13.04.2024;20:00;120
Брест;13.04.2024;22:00;120
Каменный лог;13.04.2024;00:00;40
Каменный лог;13.04.2024;02:00;40
Каменный лог;13.04.2024;04:00;20
Каменный лог;13.04.2024;06:00;10
Каменный лог;13.04.2024;08:00;10
Каменный лог;13.04.2024;10:00;30
Каменный лог;13.04.2024;12:00;40
Каменный лог;13.04.2024;14:00;40
Каменный лог;13.04.2024;16:00;20
Каменный лог;13.04.2024;18:00;0
Каменный лог;13.04.2024;20:00;0
Каменный лог;13.04.2024;22:00;0
Бенякони;13.04.2024;00:00;40
Бенякони;13.04.2024;02:00;40
Бенякони;13.04.2024;04:00;30
Бенякони;13.04.2024;06:00;25
Бенякони;13.04.2024;08:00;25
Бенякони;13.04.2024;10:00;30
Бенякони;13.04.2024;12:00;30
Бенякони;13.04.2024;14:00;30
Бенякони;13.04.2024;16:00;30
Бенякони;13.04.2024;18:00;30
Бенякони;13.04.2024;20:00;30
Бенякони;13.04.2024;22:00;30
Григоровщина;13.04.2024;00:00;0
Григоровщина;13.04.2024;02:00;0
Григоровщина;13.04.2024;04:00;0
Григоровщина;13.04.2024;06:00;0
Григоровщина;13.04.2024;08:00;0
Григоровщина;13.04.2024;10:00;0
Григоровщина;13.04.2024;12:00;0
Григоровщина;13.04.2024;14:00;0
Григоровщина;13.04.2024;16:00;0
Григоровщина;13.04.2024;18:00;0
Григоровщина;13.04.2024;20:00;0
Григоровщина;13.04.2024;22:00;0
