Погран. переход;Дата;Время;Очередь на выезд
Брест;31.01.2024;00:00;85
Брест;31.01.2024;02:00;85
Брест;31.01.2024;04:00;110
Брест;31.01.2024;06:00;90
Брест;31.01.2024;08:00;100
Брест;31.01.2024;10:00;70
Брест;31.01.2024;12:00;90
Брест;31.01.2024;14:00;70
Брест;31.01.2024;16:00;30
Брест;31.01.2024;18:00;0
Брест;31.01.2024;20:00;0
Брест;31.01.2024;22:00;0
Каменный лог;31.01.2024;00:00;0
Каменный лог;31.01.2024;02:00;0
Каменный лог;31.01.2024;04:00;0
Каменный лог;31.01.2024;06:00;0
Каменный лог;31.01.2024;08:00;10
Каменный лог;31.01.2024;10:00;30
Каменный лог;31.01.2024;12:00;40
Каменный лог;31.01.2024;14:00;30
Каменный лог;31.01.2024;16:00;30
Каменный лог;31.01.2024;18:00;30
Каменный лог;31.01.2024;20:00;20
Каменный лог;31.01.2024;22:00;35
Бенякони;31.01.2024;00:00;0
Бенякони;31.01.2024;02:00;30
Бенякони;31.01.2024;04:00;0
Бенякони;31.01.2024;06:00;0
Бенякони;31.01.2024;08:00;0
Бенякони;31.01.2024;10:00;0
Бенякони;31.01.2024;12:00;0
Бенякони;31.01.2024;14:00;0
Бенякони;31.01.2024;16:00;0
Бенякони;31.01.2024;18:00;20
Бенякони;31.01.2024;20:00;20
Бенякони;31.01.2024;22:00;70
Григоровщина;31.01.2024;00:00;0
Григоровщина;31.01.2024;02:00;0
Григоровщина;31.01.2024;04:00;0
Григоровщина;31.01.2024;06:00;0
Григоровщина;31.01.2024;08:00;0
Григоровщина;31.01.2024;10:00;0
Григоровщина;31.01.2024;12:00;0
Григоровщина;31.01.2024;14:00;0
Григоровщина;31.01.2024;16:00;0
Григоровщина;31.01.2024;18:00;0
Григоровщина;31.01.2024;20:00;0
Григоровщина;31.01.2024;22:00;0
