Погран. переход;Дата;Время;Очередь на выезд
Брест;05.04.2024;00:00;300
Брест;05.04.2024;02:00;300
Брест;05.04.2024;04:00;300
Брест;05.04.2024;06:00;200
Брест;05.04.2024;08:00;180
Брест;05.04.2024;10:00;180
Брест;05.04.2024;12:00;250
Брест;05.04.2024;14:00;320
Брест;05.04.2024;16:00;320
Брест;05.04.2024;18:00;320
Брест;05.04.2024;20:00;300
Брест;05.04.2024;22:00;300
Каменный лог;05.04.2024;00:00;170
Каменный лог;05.04.2024;02:00;160
Каменный лог;05.04.2024;04:00;140
Каменный лог;05.04.2024;06:00;120
Каменный лог;05.04.2024;08:00;120
Каменный лог;05.04.2024;10:00;110
Каменный лог;05.04.2024;12:00;80
Каменный лог;05.04.2024;14:00;80
Каменный лог;05.04.2024;16:00;80
Каменный лог;05.04.2024;18:00;90
Каменный лог;05.04.2024;20:00;110
Каменный лог;05.04.2024;22:00;90
Бенякони;05.04.2024;00:00;200
Бенякони;05.04.2024;02:00;200
Бенякони;05.04.2024;04:00;220
Бенякони;05.04.2024;06:00;200
Бенякони;05.04.2024;08:00;160
Бенякони;05.04.2024;10:00;90
Бенякони;05.04.2024;12:00;105
Бенякони;05.04.2024;14:00;105
Бенякони;05.04.2024;16:00;115
Бенякони;05.04.2024;18:00;125
Бенякони;05.04.2024;20:00;120
Бенякони;05.04.2024;22:00;100
Григоровщина;05.04.2024;00:00;60
Григоровщина;05.04.2024;02:00;50
Григоровщина;05.04.2024;04:00;40
Григоровщина;05.04.2024;06:00;30
Григоровщина;05.04.2024;08:00;20
Григоровщина;05.04.2024;10:00;10
Григоровщина;05.04.2024;12:00;10
Григоровщина;05.04.2024;14:00;20
Григоровщина;05.04.2024;16:00;20
Григоровщина;05.04.2024;18:00;20
Григоровщина;05.04.2024;20:00;0
Григоровщина;05.04.2024;22:00;0
