Погран. переход;Дата;Время;Очередь на выезд
Брест;19.02.2024;00:00;300
Брест;19.02.2024;02:00;300
Брест;19.02.2024;04:00;200
Брест;19.02.2024;06:00;200
Брест;19.02.2024;08:00;140
Брест;19.02.2024;10:00;150
Брест;19.02.2024;12:00;150
Брест;19.02.2024;14:00;160
Брест;19.02.2024;16:00;200
Брест;19.02.2024;18:00;250
Брест;19.02.2024;20:00;250
Брест;19.02.2024;22:00;250
Каменный лог;19.02.2024;00:00;70
Каменный лог;19.02.2024;02:00;60
Каменный лог;19.02.2024;04:00;50
Каменный лог;19.02.2024;06:00;30
Каменный лог;19.02.2024;08:00;30
Каменный лог;19.02.2024;10:00;10
Каменный лог;19.02.2024;12:00;30
Каменный лог;19.02.2024;14:00;60
Каменный лог;19.02.2024;16:00;70
Каменный лог;19.02.2024;18:00;90
Каменный лог;19.02.2024;20:00;90
Каменный лог;19.02.2024;22:00;80
Бенякони;19.02.2024;00:00;70
Бенякони;19.02.2024;02:00;50
Бенякони;19.02.2024;04:00;20
Бенякони;19.02.2024;06:00;10
Бенякони;19.02.2024;08:00;20
Бенякони;19.02.2024;10:00;40
Бенякони;19.02.2024;12:00;65
Бенякони;19.02.2024;14:00;100
Бенякони;19.02.2024;16:00;85
Бенякони;19.02.2024;18:00;80
Бенякони;19.02.2024;20:00;30
Бенякони;19.02.2024;22:00;50
Григоровщина;19.02.2024;00:00;0
Григоровщина;19.02.2024;02:00;0
Григоровщина;19.02.2024;04:00;0
Григоровщина;19.02.2024;06:00;0
Григоровщина;19.02.2024;08:00;0
Григоровщина;19.02.2024;10:00;0
Григоровщина;19.02.2024;12:00;0
Григоровщина;19.02.2024;14:00;0
Григоровщина;19.02.2024;16:00;0
Григоровщина;19.02.2024;18:00;0
Григоровщина;19.02.2024;20:00;0
Григоровщина;19.02.2024;22:00;0
