Погран. переход;Дата;Время;Очередь на выезд
Брест;29.02.2024;00:00;170
Брест;29.02.2024;02:00;170
Брест;29.02.2024;04:00;170
Брест;29.02.2024;08:00;90
Брест;29.02.2024;10:00;110
Брест;29.02.2024;12:00;80
Брест;29.02.2024;14:00;80
Брест;29.02.2024;16:00;160
Брест;29.02.2024;18:00;160
Брест;29.02.2024;20:00;160
Брест;29.02.2024;22:00;180
Каменный лог;29.02.2024;00:00;120
Каменный лог;29.02.2024;02:00;120
Каменный лог;29.02.2024;04:00;150
Каменный лог;29.02.2024;08:00;150
Каменный лог;29.02.2024;10:00;150
Каменный лог;29.02.2024;12:00;155
Каменный лог;29.02.2024;14:00;156
Каменный лог;29.02.2024;16:00;155
Каменный лог;29.02.2024;18:00;150
Каменный лог;29.02.2024;20:00;145
Каменный лог;29.02.2024;22:00;140
Бенякони;29.02.2024;00:00;100
Бенякони;29.02.2024;02:00;100
Бенякони;29.02.2024;04:00;100
Бенякони;29.02.2024;08:00;100
Бенякони;29.02.2024;10:00;90
Бенякони;29.02.2024;12:00;95
Бенякони;29.02.2024;14:00;120
Бенякони;29.02.2024;16:00;90
Бенякони;29.02.2024;18:00;125
Бенякони;29.02.2024;20:00;125
Бенякони;29.02.2024;22:00;120
Григоровщина;29.02.2024;00:00;10
Григоровщина;29.02.2024;02:00;0
Григоровщина;29.02.2024;04:00;0
Григоровщина;29.02.2024;08:00;0
Григоровщина;29.02.2024;10:00;0
Григоровщина;29.02.2024;12:00;0
Григоровщина;29.02.2024;14:00;30
Григоровщина;29.02.2024;16:00;40
Григоровщина;29.02.2024;18:00;60
Григоровщина;29.02.2024;20:00;70
Григоровщина;29.02.2024;22:00;70
