Погран. переход;Дата;Время;Очередь на выезд
Брест;09.04.2024;00:00;400
Брест;09.04.2024;02:00;400
Брест;09.04.2024;04:00;350
Брест;09.04.2024;06:00;350
Брест;09.04.2024;08:00;350
Брест;09.04.2024;10:00;300
Брест;09.04.2024;12:00;300
Брест;09.04.2024;14:00;300
Брест;09.04.2024;16:00;300
Брест;09.04.2024;18:00;300
Брест;09.04.2024;20:00;300
Брест;09.04.2024;22:00;300
Каменный лог;09.04.2024;00:00;80
Каменный лог;09.04.2024;02:00;80
Каменный лог;09.04.2024;04:00;60
Каменный лог;09.04.2024;06:00;40
Каменный лог;09.04.2024;08:00;10
Каменный лог;09.04.2024;10:00;20
Каменный лог;09.04.2024;12:00;20
Каменный лог;09.04.2024;14:00;10
Каменный лог;09.04.2024;16:00;10
Каменный лог;09.04.2024;18:00;10
Каменный лог;09.04.2024;20:00;10
Каменный лог;09.04.2024;22:00;40
Бенякони;09.04.2024;00:00;140
Бенякони;09.04.2024;02:00;120
Бенякони;09.04.2024;04:00;100
Бенякони;09.04.2024;06:00;90
Бенякони;09.04.2024;08:00;70
Бенякони;09.04.2024;10:00;70
Бенякони;09.04.2024;12:00;50
Бенякони;09.04.2024;14:00;60
Бенякони;09.04.2024;16:00;70
Бенякони;09.04.2024;18:00;50
Бенякони;09.04.2024;20:00;60
Бенякони;09.04.2024;22:00;50
Григоровщина;09.04.2024;00:00;10
Григоровщина;09.04.2024;02:00;10
Григоровщина;09.04.2024;04:00;0
Григоровщина;09.04.2024;06:00;0
Григоровщина;09.04.2024;08:00;0
Григоровщина;09.04.2024;10:00;0
Григоровщина;09.04.2024;12:00;0
Григоровщина;09.04.2024;14:00;0
Григоровщина;09.04.2024;16:00;10
Григоровщина;09.04.2024;18:00;10
Григоровщина;09.04.2024;20:00;10
Григоровщина;09.04.2024;22:00;0
