Погран. переход;Дата;Время;Очередь на выезд
Брест;26.02.2024;00:00;160
Брест;26.02.2024;02:00;120
Брест;26.02.2024;04:00;80
Брест;26.02.2024;06:00;40
Брест;26.02.2024;08:00;0
Брест;26.02.2024;10:00;0
Брест;26.02.2024;12:00;0
Брест;26.02.2024;14:00;0
Брест;26.02.2024;16:00;0
Брест;26.02.2024;18:00;0
Брест;26.02.2024;20:00;20
Брест;26.02.2024;22:00;70
Каменный лог;26.02.2024;00:00;60
Каменный лог;26.02.2024;02:00;40
Каменный лог;26.02.2024;04:00;10
Каменный лог;26.02.2024;06:00;10
Каменный лог;26.02.2024;08:00;25
Каменный лог;26.02.2024;10:00;0
Каменный лог;26.02.2024;12:00;10
Каменный лог;26.02.2024;14:00;15
Каменный лог;26.02.2024;16:00;30
Каменный лог;26.02.2024;18:00;25
Каменный лог;26.02.2024;20:00;20
Каменный лог;26.02.2024;22:00;20
Бенякони;26.02.2024;00:00;150
Бенякони;26.02.2024;02:00;150
Бенякони;26.02.2024;04:00;60
Бенякони;26.02.2024;06:00;35
Бенякони;26.02.2024;08:00;25
Бенякони;26.02.2024;10:00;20
Бенякони;26.02.2024;12:00;30
Бенякони;26.02.2024;14:00;60
Бенякони;26.02.2024;16:00;60
Бенякони;26.02.2024;18:00;70
Бенякони;26.02.2024;20:00;50
Бенякони;26.02.2024;22:00;45
Григоровщина;26.02.2024;00:00;0
Григоровщина;26.02.2024;02:00;0
Григоровщина;26.02.2024;04:00;0
Григоровщина;26.02.2024;06:00;0
Григоровщина;26.02.2024;08:00;0
Григоровщина;26.02.2024;10:00;0
Григоровщина;26.02.2024;12:00;0
Григоровщина;26.02.2024;14:00;0
Григоровщина;26.02.2024;16:00;0
Григоровщина;26.02.2024;18:00;0
Григоровщина;26.02.2024;20:00;0
Григоровщина;26.02.2024;22:00;0
