Погран. переход;Дата;Время;Очередь на выезд
Брест;11.03.2024;00:00;360
Брест;11.03.2024;02:00;340
Брест;11.03.2024;04:00;210
Брест;11.03.2024;06:00;160
Брест;11.03.2024;08:00;160
Брест;11.03.2024;10:00;160
Брест;11.03.2024;12:00;250
Брест;11.03.2024;14:00;200
Брест;11.03.2024;16:00;300
Брест;11.03.2024;18:00;300
Брест;11.03.2024;20:00;250
Брест;11.03.2024;22:00;300
Каменный лог;11.03.2024;00:00;20
Каменный лог;11.03.2024;02:00;20
Каменный лог;11.03.2024;04:00;0
Каменный лог;11.03.2024;06:00;0
Каменный лог;11.03.2024;08:00;0
Каменный лог;11.03.2024;10:00;0
Каменный лог;11.03.2024;12:00;40
Каменный лог;11.03.2024;14:00;60
Каменный лог;11.03.2024;16:00;90
Каменный лог;11.03.2024;18:00;100
Каменный лог;11.03.2024;20:00;105
Каменный лог;11.03.2024;22:00;100
Бенякони;11.03.2024;00:00;0
Бенякони;11.03.2024;02:00;0
Бенякони;11.03.2024;04:00;0
Бенякони;11.03.2024;06:00;0
Бенякони;11.03.2024;08:00;0
Бенякони;11.03.2024;10:00;30
Бенякони;11.03.2024;12:00;55
Бенякони;11.03.2024;14:00;100
Бенякони;11.03.2024;16:00;120
Бенякони;11.03.2024;18:00;140
Бенякони;11.03.2024;20:00;150
Бенякони;11.03.2024;22:00;150
Григоровщина;11.03.2024;00:00;0
Григоровщина;11.03.2024;02:00;0
Григоровщина;11.03.2024;04:00;0
Григоровщина;11.03.2024;06:00;0
Григоровщина;11.03.2024;08:00;0
Григоровщина;11.03.2024;10:00;0
Григоровщина;11.03.2024;12:00;0
Григоровщина;11.03.2024;14:00;0
Григоровщина;11.03.2024;16:00;0
Григоровщина;11.03.2024;18:00;0
Григоровщина;11.03.2024;20:00;0
Григоровщина;11.03.2024;22:00;0
