Погран. переход;Дата;Время;Очередь на выезд
Брест;07.04.2024;00:00;250
Брест;07.04.2024;02:00;200
Брест;07.04.2024;04:00;210
Брест;07.04.2024;06:00;210
Брест;07.04.2024;08:00;250
Брест;07.04.2024;10:00;300
Брест;07.04.2024;12:00;450
Брест;07.04.2024;14:00;450
Брест;07.04.2024;16:00;400
Брест;07.04.2024;18:00;350
Брест;07.04.2024;20:00;400
Брест;07.04.2024;22:00;480
Каменный лог;07.04.2024;00:00;95
Каменный лог;07.04.2024;02:00;95
Каменный лог;07.04.2024;04:00;100
Каменный лог;07.04.2024;06:00;80
Каменный лог;07.04.2024;08:00;80
Каменный лог;07.04.2024;10:00;85
Каменный лог;07.04.2024;12:00;90
Каменный лог;07.04.2024;14:00;90
Каменный лог;07.04.2024;16:00;120
Каменный лог;07.04.2024;18:00;120
Каменный лог;07.04.2024;20:00;135
Каменный лог;07.04.2024;22:00;150
Бенякони;07.04.2024;00:00;90
Бенякони;07.04.2024;02:00;95
Бенякони;07.04.2024;04:00;85
Бенякони;07.04.2024;06:00;90
Бенякони;07.04.2024;08:00;100
Бенякони;07.04.2024;10:00;100
Бенякони;07.04.2024;12:00;110
Бенякони;07.04.2024;14:00;120
Бенякони;07.04.2024;16:00;120
Бенякони;07.04.2024;18:00;120
Бенякони;07.04.2024;20:00;130
Бенякони;07.04.2024;22:00;120
Григоровщина;07.04.2024;00:00;0
Григоровщина;07.04.2024;02:00;0
Григоровщина;07.04.2024;04:00;0
Григоровщина;07.04.2024;06:00;0
Григоровщина;07.04.2024;08:00;0
Григоровщина;07.04.2024;10:00;0
Григоровщина;07.04.2024;12:00;0
Григоровщина;07.04.2024;14:00;0
Григоровщина;07.04.2024;16:00;0
Григоровщина;07.04.2024;18:00;0
Григоровщина;07.04.2024;20:00;20
Григоровщина;07.04.2024;22:00;0
