Погран. переход;Дата;Время;Очередь на выезд
Брест;08.02.2024;00:00;70
Брест;08.02.2024;02:00;100
Брест;08.02.2024;04:00;75
Брест;08.02.2024;06:00;80
Брест;08.02.2024;08:00;70
Брест;08.02.2024;10:00;50
Брест;08.02.2024;12:00;20
Брест;08.02.2024;14:00;15
Брест;08.02.2024;16:00;0
Брест;08.02.2024;18:00;0
Брест;08.02.2024;20:00;0
Брест;08.02.2024;22:00;90
Каменный лог;08.02.2024;00:00;20
Каменный лог;08.02.2024;02:00;20
Каменный лог;08.02.2024;04:00;40
Каменный лог;08.02.2024;06:00;10
Каменный лог;08.02.2024;08:00;20
Каменный лог;08.02.2024;10:00;30
Каменный лог;08.02.2024;12:00;40
Каменный лог;08.02.2024;14:00;50
Каменный лог;08.02.2024;16:00;50
Каменный лог;08.02.2024;18:00;60
Каменный лог;08.02.2024;20:00;70
Каменный лог;08.02.2024;22:00;50
Бенякони;08.02.2024;00:00;30
Бенякони;08.02.2024;02:00;30
Бенякони;08.02.2024;04:00;0
Бенякони;08.02.2024;06:00;0
Бенякони;08.02.2024;08:00;0
Бенякони;08.02.2024;10:00;0
Бенякони;08.02.2024;12:00;15
Бенякони;08.02.2024;14:00;50
Бенякони;08.02.2024;16:00;60
Бенякони;08.02.2024;18:00;70
Бенякони;08.02.2024;20:00;70
Бенякони;08.02.2024;22:00;60
Григоровщина;08.02.2024;00:00;0
Григоровщина;08.02.2024;02:00;0
Григоровщина;08.02.2024;04:00;0
Григоровщина;08.02.2024;06:00;0
Григоровщина;08.02.2024;08:00;0
Григоровщина;08.02.2024;10:00;0
Григоровщина;08.02.2024;12:00;0
Григоровщина;08.02.2024;14:00;0
Григоровщина;08.02.2024;16:00;0
Григоровщина;08.02.2024;18:00;0
Григоровщина;08.02.2024;20:00;0
Григоровщина;08.02.2024;22:00;0
