Погран. переход;Дата;Время;Очередь на выезд
Брест;16.01.2024;00:00;90
Брест;16.01.2024;02:00;90
Брест;16.01.2024;04:00;40
Брест;16.01.2024;06:00;20
Брест;16.01.2024;08:00;0
Брест;16.01.2024;10:00;0
Брест;16.01.2024;12:00;0
Брест;16.01.2024;14:00;0
Брест;16.01.2024;16:00;0
Брест;16.01.2024;18:00;0
Брест;16.01.2024;20:00;0
Брест;16.01.2024;22:00;0
Каменный лог;16.01.2024;00:00;0
Каменный лог;16.01.2024;02:00;0
Каменный лог;16.01.2024;04:00;0
Каменный лог;16.01.2024;06:00;0
Каменный лог;16.01.2024;08:00;0
Каменный лог;16.01.2024;10:00;15
Каменный лог;16.01.2024;12:00;10
Каменный лог;16.01.2024;14:00;10
Каменный лог;16.01.2024;16:00;0
Каменный лог;16.01.2024;18:00;0
Каменный лог;16.01.2024;20:00;0
Каменный лог;16.01.2024;22:00;0
Бенякони;16.01.2024;00:00;20
Бенякони;16.01.2024;02:00;20
Бенякони;16.01.2024;04:00;0
Бенякони;16.01.2024;06:00;0
Бенякони;16.01.2024;08:00;15
Бенякони;16.01.2024;10:00;10
Бенякони;16.01.2024;12:00;0
Бенякони;16.01.2024;14:00;10
Бенякони;16.01.2024;16:00;0
Бенякони;16.01.2024;18:00;0
Бенякони;16.01.2024;20:00;0
Бенякони;16.01.2024;22:00;10
Григоровщина;16.01.2024;00:00;0
Григоровщина;16.01.2024;02:00;0
Григоровщина;16.01.2024;04:00;0
Григоровщина;16.01.2024;06:00;0
Григоровщина;16.01.2024;08:00;0
Григоровщина;16.01.2024;10:00;0
Григоровщина;16.01.2024;12:00;0
Григоровщина;16.01.2024;14:00;0
Григоровщина;16.01.2024;16:00;0
Григоровщина;16.01.2024;18:00;0
Григоровщина;16.01.2024;20:00;0
Григоровщина;16.01.2024;22:00;0
