Погран. переход;Дата;Время;Очередь на выезд
Брест;16.02.2024;00:00;250
Брест;16.02.2024;02:00;210
Брест;16.02.2024;04:00;270
Брест;16.02.2024;06:00;170
Брест;16.02.2024;08:00;100
Брест;16.02.2024;10:00;90
Брест;16.02.2024;12:00;130
Брест;16.02.2024;14:00;150
Брест;16.02.2024;16:00;200
Брест;16.02.2024;18:00;200
Брест;16.02.2024;20:00;150
Брест;16.02.2024;22:00;180
Каменный лог;16.02.2024;00:00;110
Каменный лог;16.02.2024;02:00;110
Каменный лог;16.02.2024;04:00;30
Каменный лог;16.02.2024;06:00;60
Каменный лог;16.02.2024;08:00;30
Каменный лог;16.02.2024;10:00;10
Каменный лог;16.02.2024;12:00;0
Каменный лог;16.02.2024;14:00;0
Каменный лог;16.02.2024;16:00;10
Каменный лог;16.02.2024;18:00;10
Каменный лог;16.02.2024;20:00;20
Каменный лог;16.02.2024;22:00;30
Бенякони;16.02.2024;00:00;100
Бенякони;16.02.2024;02:00;110
Бенякони;16.02.2024;04:00;100
Бенякони;16.02.2024;06:00;75
Бенякони;16.02.2024;08:00;65
Бенякони;16.02.2024;10:00;35
Бенякони;16.02.2024;12:00;30
Бенякони;16.02.2024;14:00;20
Бенякони;16.02.2024;16:00;30
Бенякони;16.02.2024;18:00;40
Бенякони;16.02.2024;20:00;50
Бенякони;16.02.2024;22:00;45
Григоровщина;16.02.2024;00:00;0
Григоровщина;16.02.2024;02:00;0
Григоровщина;16.02.2024;04:00;0
Григоровщина;16.02.2024;06:00;0
Григоровщина;16.02.2024;08:00;0
Григоровщина;16.02.2024;10:00;0
Григоровщина;16.02.2024;12:00;0
Григоровщина;16.02.2024;14:00;0
Григоровщина;16.02.2024;16:00;0
Григоровщина;16.02.2024;18:00;0
Григоровщина;16.02.2024;20:00;0
Григоровщина;16.02.2024;22:00;0
