Погран. переход;Дата;Время;Очередь на выезд
Брест;19.03.2024;00:00;370
Брест;19.03.2024;02:00;370
Брест;19.03.2024;04:00;400
Брест;19.03.2024;06:00;400
Брест;19.03.2024;08:00;400
Брест;19.03.2024;10:00;195
Брест;19.03.2024;12:00;200
Брест;19.03.2024;14:00;200
Брест;19.03.2024;16:00;150
Брест;19.03.2024;18:00;180
Брест;19.03.2024;20:00;195
Брест;19.03.2024;22:00;190
Каменный лог;19.03.2024;00:00;130
Каменный лог;19.03.2024;02:00;135
Каменный лог;19.03.2024;04:00;120
Каменный лог;19.03.2024;06:00;115
Каменный лог;19.03.2024;08:00;90
Каменный лог;19.03.2024;10:00;80
Каменный лог;19.03.2024;12:00;40
Каменный лог;19.03.2024;14:00;30
Каменный лог;19.03.2024;16:00;50
Каменный лог;19.03.2024;18:00;70
Каменный лог;19.03.2024;20:00;60
Каменный лог;19.03.2024;22:00;80
Бенякони;19.03.2024;00:00;90
Бенякони;19.03.2024;02:00;70
Бенякони;19.03.2024;04:00;70
Бенякони;19.03.2024;06:00;60
Бенякони;19.03.2024;08:00;60
Бенякони;19.03.2024;10:00;50
Бенякони;19.03.2024;12:00;50
Бенякони;19.03.2024;14:00;85
Бенякони;19.03.2024;16:00;100
Бенякони;19.03.2024;18:00;95
Бенякони;19.03.2024;20:00;130
Бенякони;19.03.2024;22:00;100
Григоровщина;19.03.2024;00:00;0
Григоровщина;19.03.2024;02:00;0
Григоровщина;19.03.2024;04:00;0
Григоровщина;19.03.2024;06:00;0
Григоровщина;19.03.2024;08:00;0
Григоровщина;19.03.2024;10:00;0
Григоровщина;19.03.2024;12:00;0
Григоровщина;19.03.2024;14:00;0
Григоровщина;19.03.2024;16:00;0
Григоровщина;19.03.2024;18:00;0
Григоровщина;19.03.2024;20:00;0
Григоровщина;19.03.2024;22:00;0
