Погран. переход;Дата;Время;Очередь на выезд
Брест;05.02.2024;00:00;150
Брест;05.02.2024;02:00;150
Брест;05.02.2024;04:00;150
Брест;05.02.2024;06:00;85
Брест;05.02.2024;08:00;50
Брест;05.02.2024;10:00;90
Брест;05.02.2024;12:00;100
Брест;05.02.2024;14:00;140
Брест;05.02.2024;16:00;140
Брест;05.02.2024;18:00;220
Брест;05.02.2024;20:00;240
Брест;05.02.2024;22:00;240
Каменный лог;05.02.2024;00:00;0
Каменный лог;05.02.2024;02:00;0
Каменный лог;05.02.2024;04:00;0
Каменный лог;05.02.2024;06:00;0
Каменный лог;05.02.2024;08:00;0
Каменный лог;05.02.2024;10:00;0
Каменный лог;05.02.2024;12:00;0
Каменный лог;05.02.2024;14:00;10
Каменный лог;05.02.2024;16:00;0
Каменный лог;05.02.2024;18:00;0
Каменный лог;05.02.2024;20:00;0
Каменный лог;05.02.2024;22:00;0
Бенякони;05.02.2024;00:00;55
Бенякони;05.02.2024;02:00;30
Бенякони;05.02.2024;04:00;10
Бенякони;05.02.2024;06:00;0
Бенякони;05.02.2024;08:00;0
Бенякони;05.02.2024;10:00;0
Бенякони;05.02.2024;12:00;0
Бенякони;05.02.2024;14:00;0
Бенякони;05.02.2024;16:00;40
Бенякони;05.02.2024;18:00;80
Бенякони;05.02.2024;20:00;90
Бенякони;05.02.2024;22:00;100
Григоровщина;05.02.2024;00:00;0
Григоровщина;05.02.2024;02:00;0
Григоровщина;05.02.2024;04:00;0
Григоровщина;05.02.2024;06:00;0
Григоровщина;05.02.2024;08:00;0
Григоровщина;05.02.2024;10:00;0
Григоровщина;05.02.2024;12:00;0
Григоровщина;05.02.2024;14:00;0
Григоровщина;05.02.2024;16:00;0
Григоровщина;05.02.2024;18:00;0
Григоровщина;05.02.2024;20:00;0
Григоровщина;05.02.2024;22:00;0
