Погран. переход;Дата;Время;Очередь на выезд
Брест;14.04.2024;00:00;120
Брест;14.04.2024;02:00;80
Брест;14.04.2024;04:00;80
Брест;14.04.2024;06:00;70
Брест;14.04.2024;08:00;60
Брест;14.04.2024;10:00;100
Брест;14.04.2024;12:00;120
Брест;14.04.2024;14:00;180
Брест;14.04.2024;16:00;200
Брест;14.04.2024;18:00;200
Брест;14.04.2024;20:00;200
Брест;14.04.2024;22:00;120
Каменный лог;14.04.2024;00:00;0
Каменный лог;14.04.2024;02:00;10
Каменный лог;14.04.2024;04:00;10
Каменный лог;14.04.2024;06:00;10
Каменный лог;14.04.2024;08:00;30
Каменный лог;14.04.2024;10:00;40
Каменный лог;14.04.2024;12:00;35
Каменный лог;14.04.2024;14:00;50
Каменный лог;14.04.2024;16:00;50
Каменный лог;14.04.2024;18:00;45
Каменный лог;14.04.2024;20:00;20
Каменный лог;14.04.2024;22:00;20
Бенякони;14.04.2024;00:00;20
Бенякони;14.04.2024;02:00;10
Бенякони;14.04.2024;04:00;0
Бенякони;14.04.2024;06:00;0
Бенякони;14.04.2024;08:00;10
Бенякони;14.04.2024;10:00;30
Бенякони;14.04.2024;12:00;50
Бенякони;14.04.2024;14:00;70
Бенякони;14.04.2024;16:00;90
Бенякони;14.04.2024;18:00;80
Бенякони;14.04.2024;20:00;60
Бенякони;14.04.2024;22:00;50
Григоровщина;14.04.2024;00:00;0
Григоровщина;14.04.2024;02:00;0
Григоровщина;14.04.2024;04:00;0
Григоровщина;14.04.2024;06:00;0
Григоровщина;14.04.2024;08:00;0
Григоровщина;14.04.2024;10:00;0
Григоровщина;14.04.2024;12:00;0
Григоровщина;14.04.2024;14:00;0
Григоровщина;14.04.2024;16:00;10
Григоровщина;14.04.2024;18:00;0
Григоровщина;14.04.2024;20:00;0
Григоровщина;14.04.2024;22:00;0
