Погран. переход;Дата;Время;Очередь на выезд
Брест;11.04.2024;00:00;250
Брест;11.04.2024;02:00;250
Брест;11.04.2024;04:00;250
Брест;11.04.2024;06:00;250
Брест;11.04.2024;08:00;250
Брест;11.04.2024;10:00;260
Брест;11.04.2024;12:00;300
Брест;11.04.2024;14:00;350
Брест;11.04.2024;16:00;400
Брест;11.04.2024;18:00;400
Брест;11.04.2024;20:00;400
Брест;11.04.2024;22:00;455
Каменный лог;11.04.2024;00:00;150
Каменный лог;11.04.2024;02:00;150
Каменный лог;11.04.2024;04:00;160
Каменный лог;11.04.2024;06:00;120
Каменный лог;11.04.2024;08:00;120
Каменный лог;11.04.2024;10:00;80
Каменный лог;11.04.2024;12:00;90
Каменный лог;11.04.2024;14:00;90
Каменный лог;11.04.2024;16:00;110
Каменный лог;11.04.2024;18:00;110
Каменный лог;11.04.2024;20:00;120
Каменный лог;11.04.2024;22:00;120
Бенякони;11.04.2024;00:00;150
Бенякони;11.04.2024;02:00;150
Бенякони;11.04.2024;04:00;90
Бенякони;11.04.2024;06:00;85
Бенякони;11.04.2024;08:00;85
Бенякони;11.04.2024;10:00;100
Бенякони;11.04.2024;12:00;130
Бенякони;11.04.2024;14:00;130
Бенякони;11.04.2024;16:00;130
Бенякони;11.04.2024;18:00;130
Бенякони;11.04.2024;20:00;120
Бенякони;11.04.2024;22:00;100
Григоровщина;11.04.2024;00:00;10
Григоровщина;11.04.2024;02:00;10
Григоровщина;11.04.2024;04:00;10
Григоровщина;11.04.2024;06:00;0
Григоровщина;11.04.2024;08:00;0
Григоровщина;11.04.2024;10:00;0
Григоровщина;11.04.2024;12:00;0
Григоровщина;11.04.2024;14:00;15
Григоровщина;11.04.2024;16:00;20
Григоровщина;11.04.2024;18:00;20
Григоровщина;11.04.2024;20:00;20
Григоровщина;11.04.2024;22:00;10
