Погран. переход;Дата;Время;Очередь на выезд
Брест;27.04.2024;00:00;60
Брест;27.04.2024;02:00;40
Брест;27.04.2024;04:00;40
Брест;27.04.2024;06:00;0
Брест;27.04.2024;08:00;0
Брест;27.04.2024;10:00;0
Брест;27.04.2024;12:00;15
Брест;27.04.2024;14:00;15
Брест;27.04.2024;16:00;25
Брест;27.04.2024;18:00;15
Брест;27.04.2024;20:00;25
Брест;27.04.2024;22:00;40
Каменный лог;27.04.2024;00:00;40
Каменный лог;27.04.2024;02:00;40
Каменный лог;27.04.2024;04:00;50
Каменный лог;27.04.2024;06:00;50
Каменный лог;27.04.2024;08:00;60
Каменный лог;27.04.2024;10:00;50
Каменный лог;27.04.2024;12:00;40
Каменный лог;27.04.2024;14:00;30
Каменный лог;27.04.2024;16:00;20
Каменный лог;27.04.2024;18:00;20
Каменный лог;27.04.2024;20:00;20
Каменный лог;27.04.2024;22:00;40
Бенякони;27.04.2024;00:00;60
Бенякони;27.04.2024;02:00;60
Бенякони;27.04.2024;04:00;60
Бенякони;27.04.2024;06:00;50
Бенякони;27.04.2024;08:00;40
Бенякони;27.04.2024;10:00;40
Бенякони;27.04.2024;12:00;40
Бенякони;27.04.2024;14:00;15
Бенякони;27.04.2024;16:00;20
Бенякони;27.04.2024;18:00;10
Бенякони;27.04.2024;20:00;10
Бенякони;27.04.2024;22:00;10
Григоровщина;27.04.2024;00:00;0
Григоровщина;27.04.2024;02:00;0
Григоровщина;27.04.2024;04:00;0
Григоровщина;27.04.2024;06:00;0
Григоровщина;27.04.2024;08:00;0
Григоровщина;27.04.2024;10:00;0
Григоровщина;27.04.2024;12:00;0
Григоровщина;27.04.2024;14:00;0
Григоровщина;27.04.2024;16:00;0
Григоровщина;27.04.2024;18:00;0
Григоровщина;27.04.2024;20:00;0
Григоровщина;27.04.2024;22:00;0
