Погран. переход;Дата;Время;Очередь на выезд
Брест;25.02.2024;00:00;100
Брест;25.02.2024;02:00;95
Брест;25.02.2024;04:00;65
Брест;25.02.2024;06:00;85
Брест;25.02.2024;08:00;60
Брест;25.02.2024;10:00;150
Брест;25.02.2024;12:00;200
Брест;25.02.2024;14:00;250
Брест;25.02.2024;16:00;250
Брест;25.02.2024;18:00;250
Брест;25.02.2024;20:00;250
Брест;25.02.2024;22:00;200
Каменный лог;25.02.2024;00:00;0
Каменный лог;25.02.2024;02:00;0
Каменный лог;25.02.2024;04:00;0
Каменный лог;25.02.2024;06:00;0
Каменный лог;25.02.2024;08:00;0
Каменный лог;25.02.2024;10:00;25
Каменный лог;25.02.2024;12:00;30
Каменный лог;25.02.2024;14:00;60
Каменный лог;25.02.2024;16:00;70
Каменный лог;25.02.2024;18:00;70
Каменный лог;25.02.2024;20:00;75
Каменный лог;25.02.2024;22:00;80
Бенякони;25.02.2024;00:00;15
Бенякони;25.02.2024;02:00;25
Бенякони;25.02.2024;04:00;20
Бенякони;25.02.2024;06:00;30
Бенякони;25.02.2024;08:00;50
Бенякони;25.02.2024;10:00;70
Бенякони;25.02.2024;12:00;100
Бенякони;25.02.2024;14:00;140
Бенякони;25.02.2024;16:00;165
Бенякони;25.02.2024;18:00;160
Бенякони;25.02.2024;20:00;150
Бенякони;25.02.2024;22:00;150
Григоровщина;25.02.2024;00:00;0
Григоровщина;25.02.2024;02:00;0
Григоровщина;25.02.2024;04:00;0
Григоровщина;25.02.2024;06:00;0
Григоровщина;25.02.2024;08:00;0
Григоровщина;25.02.2024;10:00;0
Григоровщина;25.02.2024;12:00;0
Григоровщина;25.02.2024;14:00;0
Григоровщина;25.02.2024;16:00;0
Григоровщина;25.02.2024;18:00;0
Григоровщина;25.02.2024;20:00;10
Григоровщина;25.02.2024;22:00;10
