Погран. переход;Дата;Время;Очередь на выезд
Брест;12.02.2024;00:00;350
Брест;12.02.2024;02:00;360
Брест;12.02.2024;04:00;190
Брест;12.02.2024;06:00;75
Брест;12.02.2024;08:00;100
Брест;12.02.2024;10:00;100
Брест;12.02.2024;12:00;70
Брест;12.02.2024;14:00;60
Брест;12.02.2024;16:00;120
Брест;12.02.2024;18:00;120
Брест;12.02.2024;20:00;120
Брест;12.02.2024;22:00;120
Каменный лог;12.02.2024;00:00;40
Каменный лог;12.02.2024;02:00;50
Каменный лог;12.02.2024;04:00;0
Каменный лог;12.02.2024;06:00;40
Каменный лог;12.02.2024;08:00;40
Каменный лог;12.02.2024;10:00;50
Каменный лог;12.02.2024;12:00;50
Каменный лог;12.02.2024;14:00;30
Каменный лог;12.02.2024;16:00;20
Каменный лог;12.02.2024;18:00;20
Каменный лог;12.02.2024;20:00;30
Каменный лог;12.02.2024;22:00;40
Бенякони;12.02.2024;00:00;60
Бенякони;12.02.2024;02:00;50
Бенякони;12.02.2024;04:00;50
Бенякони;12.02.2024;06:00;40
Бенякони;12.02.2024;08:00;30
Бенякони;12.02.2024;10:00;40
Бенякони;12.02.2024;12:00;50
Бенякони;12.02.2024;14:00;60
Бенякони;12.02.2024;16:00;90
Бенякони;12.02.2024;18:00;90
Бенякони;12.02.2024;20:00;90
Бенякони;12.02.2024;22:00;30
Григоровщина;12.02.2024;00:00;0
Григоровщина;12.02.2024;02:00;0
Григоровщина;12.02.2024;04:00;0
Григоровщина;12.02.2024;06:00;0
Григоровщина;12.02.2024;08:00;0
Григоровщина;12.02.2024;10:00;0
Григоровщина;12.02.2024;12:00;0
Григоровщина;12.02.2024;14:00;0
Григоровщина;12.02.2024;16:00;0
Григоровщина;12.02.2024;18:00;15
Григоровщина;12.02.2024;20:00;20
Григоровщина;12.02.2024;22:00;0
