Погран. переход;Дата;Время;Очередь на выезд
Брест;23.03.2024;00:00;310
Брест;23.03.2024;02:00;310
Брест;23.03.2024;04:00;210
Брест;23.03.2024;06:00;210
Брест;23.03.2024;08:00;210
Брест;23.03.2024;10:00;140
Брест;23.03.2024;12:00;180
Брест;23.03.2024;14:00;180
Брест;23.03.2024;16:00;200
Брест;23.03.2024;18:00;200
Брест;23.03.2024;20:00;200
Брест;23.03.2024;22:00;200
Каменный лог;23.03.2024;00:00;50
Каменный лог;23.03.2024;02:00;50
Каменный лог;23.03.2024;04:00;60
Каменный лог;23.03.2024;06:00;60
Каменный лог;23.03.2024;08:00;80
Каменный лог;23.03.2024;10:00;110
Каменный лог;23.03.2024;12:00;100
Каменный лог;23.03.2024;14:00;100
Каменный лог;23.03.2024;16:00;100
Каменный лог;23.03.2024;18:00;90
Каменный лог;23.03.2024;20:00;75
Каменный лог;23.03.2024;22:00;90
Бенякони;23.03.2024;00:00;40
Бенякони;23.03.2024;02:00;60
Бенякони;23.03.2024;04:00;60
Бенякони;23.03.2024;06:00;60
Бенякони;23.03.2024;08:00;60
Бенякони;23.03.2024;10:00;70
Бенякони;23.03.2024;12:00;80
Бенякони;23.03.2024;14:00;80
Бенякони;23.03.2024;16:00;100
Бенякони;23.03.2024;18:00;130
Бенякони;23.03.2024;20:00;140
Бенякони;23.03.2024;22:00;150
Григоровщина;23.03.2024;00:00;0
Григоровщина;23.03.2024;02:00;0
Григоровщина;23.03.2024;04:00;0
Григоровщина;23.03.2024;06:00;0
Григоровщина;23.03.2024;08:00;0
Григоровщина;23.03.2024;10:00;0
Григоровщина;23.03.2024;12:00;0
Григоровщина;23.03.2024;14:00;0
Григоровщина;23.03.2024;16:00;0
Григоровщина;23.03.2024;18:00;15
Григоровщина;23.03.2024;20:00;15
Григоровщина;23.03.2024;22:00;0
