Погран. переход;Дата;Время;Очередь на выезд
Брест;17.02.2024;00:00;180
Брест;17.02.2024;02:00;140
Брест;17.02.2024;04:00;140
Брест;17.02.2024;06:00;80
Брест;17.02.2024;08:00;70
Брест;17.02.2024;10:00;50
Брест;17.02.2024;12:00;30
Брест;17.02.2024;14:00;40
Брест;17.02.2024;16:00;0
Брест;17.02.2024;18:00;0
Брест;17.02.2024;20:00;0
Брест;17.02.2024;22:00;20
Каменный лог;17.02.2024;00:00;30
Каменный лог;17.02.2024;02:00;10
Каменный лог;17.02.2024;04:00;0
Каменный лог;17.02.2024;06:00;0
Каменный лог;17.02.2024;08:00;20
Каменный лог;17.02.2024;10:00;40
Каменный лог;17.02.2024;12:00;20
Каменный лог;17.02.2024;14:00;10
Каменный лог;17.02.2024;16:00;20
Каменный лог;17.02.2024;18:00;20
Каменный лог;17.02.2024;20:00;15
Каменный лог;17.02.2024;22:00;10
Бенякони;17.02.2024;00:00;45
Бенякони;17.02.2024;02:00;20
Бенякони;17.02.2024;04:00;0
Бенякони;17.02.2024;06:00;0
Бенякони;17.02.2024;08:00;0
Бенякони;17.02.2024;10:00;0
Бенякони;17.02.2024;12:00;0
Бенякони;17.02.2024;14:00;30
Бенякони;17.02.2024;16:00;50
Бенякони;17.02.2024;18:00;30
Бенякони;17.02.2024;20:00;30
Бенякони;17.02.2024;22:00;30
Григоровщина;17.02.2024;00:00;0
Григоровщина;17.02.2024;02:00;0
Григоровщина;17.02.2024;04:00;0
Григоровщина;17.02.2024;06:00;0
Григоровщина;17.02.2024;08:00;0
Григоровщина;17.02.2024;10:00;0
Григоровщина;17.02.2024;12:00;0
Григоровщина;17.02.2024;14:00;0
Григоровщина;17.02.2024;16:00;0
Григоровщина;17.02.2024;18:00;0
Григоровщина;17.02.2024;20:00;0
Григоровщина;17.02.2024;22:00;0
