Погран. переход;Дата;Время;Очередь на выезд
Брест;18.02.2024;00:00;30
Брест;18.02.2024;02:00;0
Брест;18.02.2024;04:00;0
Брест;18.02.2024;06:00;0
Брест;18.02.2024;08:00;0
Брест;18.02.2024;10:00;70
Брест;18.02.2024;12:00;110
Брест;18.02.2024;14:00;220
Брест;18.02.2024;16:00;260
Брест;18.02.2024;18:00;290
Брест;18.02.2024;20:00;290
Брест;18.02.2024;22:00;300
Каменный лог;18.02.2024;00:00;20
Каменный лог;18.02.2024;02:00;20
Каменный лог;18.02.2024;04:00;10
Каменный лог;18.02.2024;06:00;10
Каменный лог;18.02.2024;08:00;15
Каменный лог;18.02.2024;10:00;15
Каменный лог;18.02.2024;12:00;25
Каменный лог;18.02.2024;14:00;50
Каменный лог;18.02.2024;16:00;50
Каменный лог;18.02.2024;18:00;60
Каменный лог;18.02.2024;20:00;60
Каменный лог;18.02.2024;22:00;70
Бенякони;18.02.2024;00:00;20
Бенякони;18.02.2024;02:00;0
Бенякони;18.02.2024;04:00;0
Бенякони;18.02.2024;06:00;0
Бенякони;18.02.2024;08:00;0
Бенякони;18.02.2024;10:00;0
Бенякони;18.02.2024;12:00;40
Бенякони;18.02.2024;14:00;60
Бенякони;18.02.2024;16:00;80
Бенякони;18.02.2024;18:00;80
Бенякони;18.02.2024;20:00;90
Бенякони;18.02.2024;22:00;90
Григоровщина;18.02.2024;00:00;0
Григоровщина;18.02.2024;02:00;0
Григоровщина;18.02.2024;04:00;0
Григоровщина;18.02.2024;06:00;0
Григоровщина;18.02.2024;08:00;0
Григоровщина;18.02.2024;10:00;0
Григоровщина;18.02.2024;12:00;0
Григоровщина;18.02.2024;14:00;0
Григоровщина;18.02.2024;16:00;0
Григоровщина;18.02.2024;18:00;0
Григоровщина;18.02.2024;20:00;0
Григоровщина;18.02.2024;22:00;0
