Погран. переход;Дата;Время;Очередь на выезд
Брест;23.04.2024;00:00;320
Брест;23.04.2024;02:00;320
Брест;23.04.2024;04:00;320
Брест;23.04.2024;06:00;320
Брест;23.04.2024;08:00;280
Брест;23.04.2024;10:00;250
Брест;23.04.2024;12:00;300
Брест;23.04.2024;14:00;250
Брест;23.04.2024;16:00;250
Брест;23.04.2024;18:00;300
Брест;23.04.2024;20:00;250
Брест;23.04.2024;22:00;300
Каменный лог;23.04.2024;00:00;80
Каменный лог;23.04.2024;02:00;80
Каменный лог;23.04.2024;04:00;90
Каменный лог;23.04.2024;06:00;90
Каменный лог;23.04.2024;08:00;100
Каменный лог;23.04.2024;10:00;90
Каменный лог;23.04.2024;12:00;80
Каменный лог;23.04.2024;14:00;80
Каменный лог;23.04.2024;16:00;100
Каменный лог;23.04.2024;18:00;70
Каменный лог;23.04.2024;20:00;60
Каменный лог;23.04.2024;22:00;55
Бенякони;23.04.2024;00:00;40
Бенякони;23.04.2024;02:00;40
Бенякони;23.04.2024;04:00;30
Бенякони;23.04.2024;06:00;15
Бенякони;23.04.2024;08:00;0
Бенякони;23.04.2024;10:00;20
Бенякони;23.04.2024;12:00;40
Бенякони;23.04.2024;14:00;60
Бенякони;23.04.2024;16:00;60
Бенякони;23.04.2024;18:00;110
Бенякони;23.04.2024;20:00;110
Бенякони;23.04.2024;22:00;110
Григоровщина;23.04.2024;00:00;0
Григоровщина;23.04.2024;02:00;0
Григоровщина;23.04.2024;04:00;0
Григоровщина;23.04.2024;06:00;0
Григоровщина;23.04.2024;08:00;0
Григоровщина;23.04.2024;10:00;0
Григоровщина;23.04.2024;12:00;0
Григоровщина;23.04.2024;14:00;0
Григоровщина;23.04.2024;16:00;0
Григоровщина;23.04.2024;18:00;0
Григоровщина;23.04.2024;20:00;0
Григоровщина;23.04.2024;22:00;0
