Погран. переход;Дата;Время;Очередь на выезд
Брест;11.02.2024;00:00;0
Брест;11.02.2024;02:00;0
Брест;11.02.2024;04:00;0
Брест;11.02.2024;06:00;0
Брест;11.02.2024;08:00;0
Брест;11.02.2024;10:00;0
Брест;11.02.2024;12:00;50
Брест;11.02.2024;14:00;120
Брест;11.02.2024;16:00;250
Брест;11.02.2024;18:00;250
Брест;11.02.2024;20:00;250
Брест;11.02.2024;22:00;320
Каменный лог;11.02.2024;00:00;0
Каменный лог;11.02.2024;02:00;0
Каменный лог;11.02.2024;04:00;0
Каменный лог;11.02.2024;06:00;0
Каменный лог;11.02.2024;08:00;0
Каменный лог;11.02.2024;10:00;0
Каменный лог;11.02.2024;12:00;10
Каменный лог;11.02.2024;14:00;30
Каменный лог;11.02.2024;16:00;40
Каменный лог;11.02.2024;18:00;50
Каменный лог;11.02.2024;20:00;50
Каменный лог;11.02.2024;22:00;50
Бенякони;11.02.2024;00:00;10
Бенякони;11.02.2024;02:00;0
Бенякони;11.02.2024;04:00;0
Бенякони;11.02.2024;06:00;0
Бенякони;11.02.2024;08:00;0
Бенякони;11.02.2024;10:00;0
Бенякони;11.02.2024;12:00;0
Бенякони;11.02.2024;14:00;0
Бенякони;11.02.2024;16:00;0
Бенякони;11.02.2024;18:00;0
Бенякони;11.02.2024;20:00;40
Бенякони;11.02.2024;22:00;40
Григоровщина;11.02.2024;00:00;0
Григоровщина;11.02.2024;02:00;0
Григоровщина;11.02.2024;04:00;0
Григоровщина;11.02.2024;06:00;0
Григоровщина;11.02.2024;08:00;0
Григоровщина;11.02.2024;10:00;0
Григоровщина;11.02.2024;12:00;0
Григоровщина;11.02.2024;14:00;0
Григоровщина;11.02.2024;16:00;0
Григоровщина;11.02.2024;18:00;0
Григоровщина;11.02.2024;20:00;0
Григоровщина;11.02.2024;22:00;0
