Погран. переход;Дата;Время;Очередь на выезд
Брест;28.03.2024;00:00;150
Брест;28.03.2024;02:00;90
Брест;28.03.2024;04:00;90
Брест;28.03.2024;06:00;60
Брест;28.03.2024;08:00;40
Брест;28.03.2024;10:00;70
Брест;28.03.2024;12:00;80
Брест;28.03.2024;14:00;70
Брест;28.03.2024;16:00;80
Брест;28.03.2024;18:00;180
Брест;28.03.2024;20:00;220
Брест;28.03.2024;22:00;220
Каменный лог;28.03.2024;00:00;200
Каменный лог;28.03.2024;02:00;200
Каменный лог;28.03.2024;04:00;205
Каменный лог;28.03.2024;06:00;205
Каменный лог;28.03.2024;08:00;200
Каменный лог;28.03.2024;10:00;210
Каменный лог;28.03.2024;12:00;200
Каменный лог;28.03.2024;14:00;190
Каменный лог;28.03.2024;16:00;210
Каменный лог;28.03.2024;18:00;200
Каменный лог;28.03.2024;20:00;210
Каменный лог;28.03.2024;22:00;220
Бенякони;28.03.2024;00:00;100
Бенякони;28.03.2024;02:00;120
Бенякони;28.03.2024;04:00;110
Бенякони;28.03.2024;06:00;150
Бенякони;28.03.2024;08:00;150
Бенякони;28.03.2024;10:00;150
Бенякони;28.03.2024;12:00;140
Бенякони;28.03.2024;14:00;100
Бенякони;28.03.2024;16:00;100
Бенякони;28.03.2024;18:00;120
Бенякони;28.03.2024;20:00;95
Бенякони;28.03.2024;22:00;135
Григоровщина;28.03.2024;00:00;25
Григоровщина;28.03.2024;02:00;25
Григоровщина;28.03.2024;04:00;35
Григоровщина;28.03.2024;06:00;20
Григоровщина;28.03.2024;08:00;25
Григоровщина;28.03.2024;10:00;30
Григоровщина;28.03.2024;12:00;35
Григоровщина;28.03.2024;14:00;40
Григоровщина;28.03.2024;16:00;40
Григоровщина;28.03.2024;18:00;60
Григоровщина;28.03.2024;20:00;60
Григоровщина;28.03.2024;22:00;60
