Погран. переход;Дата;Время;Очередь на выезд
Брест;24.02.2024;00:00;180
Брест;24.02.2024;02:00;170
Брест;24.02.2024;04:00;150
Брест;24.02.2024;06:00;30
Брест;24.02.2024;08:00;30
Брест;24.02.2024;10:00;40
Брест;24.02.2024;12:00;40
Брест;24.02.2024;14:00;50
Брест;24.02.2024;16:00;40
Брест;24.02.2024;18:00;40
Брест;24.02.2024;20:00;90
Брест;24.02.2024;22:00;85
Каменный лог;24.02.2024;00:00;20
Каменный лог;24.02.2024;02:00;20
Каменный лог;24.02.2024;04:00;20
Каменный лог;24.02.2024;06:00;10
Каменный лог;24.02.2024;08:00;20
Каменный лог;24.02.2024;10:00;20
Каменный лог;24.02.2024;12:00;20
Каменный лог;24.02.2024;14:00;20
Каменный лог;24.02.2024;16:00;0
Каменный лог;24.02.2024;18:00;0
Каменный лог;24.02.2024;20:00;0
Каменный лог;24.02.2024;22:00;0
Бенякони;24.02.2024;00:00;60
Бенякони;24.02.2024;02:00;70
Бенякони;24.02.2024;04:00;50
Бенякони;24.02.2024;06:00;30
Бенякони;24.02.2024;08:00;30
Бенякони;24.02.2024;10:00;20
Бенякони;24.02.2024;12:00;15
Бенякони;24.02.2024;14:00;20
Бенякони;24.02.2024;16:00;20
Бенякони;24.02.2024;18:00;15
Бенякони;24.02.2024;20:00;10
Бенякони;24.02.2024;22:00;10
Григоровщина;24.02.2024;00:00;0
Григоровщина;24.02.2024;02:00;0
Григоровщина;24.02.2024;04:00;0
Григоровщина;24.02.2024;06:00;0
Григоровщина;24.02.2024;08:00;0
Григоровщина;24.02.2024;10:00;0
Григоровщина;24.02.2024;12:00;0
Григоровщина;24.02.2024;14:00;0
Григоровщина;24.02.2024;16:00;0
Григоровщина;24.02.2024;18:00;0
Григоровщина;24.02.2024;20:00;0
Григоровщина;24.02.2024;22:00;0
