Погран. переход;Дата;Время;Очередь на выезд
Брест;20.02.2024;00:00;250
Брест;20.02.2024;02:00;230
Брест;20.02.2024;04:00;230
Брест;20.02.2024;06:00;220
Брест;20.02.2024;08:00;220
Брест;20.02.2024;10:00;70
Брест;20.02.2024;12:00;100
Брест;20.02.2024;14:00;120
Брест;20.02.2024;16:00;130
Брест;20.02.2024;18:00;150
Брест;20.02.2024;20:00;150
Брест;20.02.2024;22:00;200
Каменный лог;20.02.2024;00:00;90
Каменный лог;20.02.2024;02:00;90
Каменный лог;20.02.2024;04:00;60
Каменный лог;20.02.2024;06:00;50
Каменный лог;20.02.2024;08:00;50
Каменный лог;20.02.2024;10:00;0
Каменный лог;20.02.2024;12:00;0
Каменный лог;20.02.2024;14:00;40
Каменный лог;20.02.2024;16:00;70
Каменный лог;20.02.2024;18:00;80
Каменный лог;20.02.2024;20:00;85
Каменный лог;20.02.2024;22:00;90
Бенякони;20.02.2024;00:00;30
Бенякони;20.02.2024;02:00;30
Бенякони;20.02.2024;04:00;10
Бенякони;20.02.2024;06:00;10
Бенякони;20.02.2024;08:00;40
Бенякони;20.02.2024;10:00;50
Бенякони;20.02.2024;12:00;60
Бенякони;20.02.2024;14:00;100
Бенякони;20.02.2024;16:00;90
Бенякони;20.02.2024;18:00;100
Бенякони;20.02.2024;20:00;85
Бенякони;20.02.2024;22:00;90
Григоровщина;20.02.2024;00:00;0
Григоровщина;20.02.2024;02:00;0
Григоровщина;20.02.2024;04:00;0
Григоровщина;20.02.2024;06:00;0
Григоровщина;20.02.2024;08:00;0
Григоровщина;20.02.2024;10:00;0
Григоровщина;20.02.2024;12:00;0
Григоровщина;20.02.2024;14:00;0
Григоровщина;20.02.2024;16:00;0
Григоровщина;20.02.2024;18:00;0
Григоровщина;20.02.2024;20:00;0
Григоровщина;20.02.2024;22:00;0
